NAMES,Code_prelevement,taxon,nom_vernaculaire,family,genus,species,habitat,feeding_mode,trait_tl,body_shape,fin_shape,AR,offspring_size,age_maturity,level_age_maturity,fecundity,length_infinity,growth_coefficient,length_max,age_max,dist_Lm1_Lm2_(L_en_mm),dist_Lm3_Lm4_(l_en_mm),dist_Lm5_Lm6_(h_en_mm),Area_mm2,Vol_mm3,otolith_side,fish_tl_cm,fish_W_g,Sexe,Maturity,Date,Zone,Campagne/ Lieu,resolution_µm,tension_KeV,courant_µA,exposition_ms,filter_alu,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103
22DICELAB006-0005_l,22DICELAB006-0005,Dicentrarchus labrax,Bar,Moronidae,Dicentrarchus,labrax,demersal,generalist,3.47,fusiform,truncate,1.223206043,1.3,3,spe-ocean,520228,73.54999924,0.089960033,85,30,14.18671321,5.909545963,1.59797934,140.6810565,52.52271863,droit,44.8,914,M,NA,44864,8B,EVHOE22,10,55,65,95,"alu 0,5",-0.024496319,-0.00048049,2.52E-05,0.003382375,-0.004298897,0.008993326,0.001417575,0.005386823,0.001250053,-0.003411302,0.001838964,-0.000228725,-0.00200826,0.001129783,0.003042474,-0.00505586,-0.00180232,-0.005310192,0.000793161,-0.003745997,-0.004179798,-0.003665837,-0.000525823,-0.00057182,-2.22E-05,-0.000801842,0.000804765,0.001198999,0.001880831,-0.001194787,0.001948904,-0.003131059,0.000409291,0.000421899,0.001594431,0.000986906,-0.000549922,-6.90E-05,9.54E-05,0.000770722,-0.00138267,-0.000307108,0.001669239,0.000465402,-0.000441639,0.000255871,-0.00161223,-0.000487666,0.000599999,-0.000846207,-0.001464738,-0.001166078,-0.001202116,0.001020807,-0.000888059,0.000135554,0.001248766,0.000921978,0.000346436,-0.000198206,-0.00078682,-0.000823686,8.22E-05,-0.00114836,0.000537236,0.001709125,-3.95E-05,0.001502845,6.02E-06,8.78E-06,0.00023326,-6.73E-05,0.00036183,0.000525314,-0.00218135,-0.000520259,7.71E-05,0.000586927,0.000656639,0.000839725,0.00042332,-0.000903848,-2.25E-06,0.000927182,-0.000360864,-0.000960345,-0.000350334,0.000563094,0.000814361,0.001802899,-0.000301397,-0.000745868,0.000560084,-0.000303849,0.000429052,0.000431136,0.00086956,0.000393638,-0.000607441,0.000108865,7.36E-05,-0.000173247,-0.00043981
22DICELAB006-0006,22DICELAB006-0006,Dicentrarchus labrax,Bar,Moronidae,Dicentrarchus,labrax,demersal,generalist,3.47,fusiform,truncate,1.223206043,1.3,3,spe-ocean,520228,73.54999924,0.089960033,85,30,12.2038973,5.457196105,1.301846266,108.1058464,34.58852882,droit,35.9,493,F,NA,44866,8B,EVHOE22,10,55,70,85,"alu 0,5",-0.018999548,-0.00411879,0.003922068,0.010475839,-0.00420552,0.007419509,0.0009937,0.003634265,0.004180207,0.000910927,0.003506887,0.002790514,-0.008018832,0.002018972,-0.000599937,-0.005897431,-0.001318133,-0.004766091,-0.001186909,-0.005429885,-0.000672398,-0.00179583,0.001602189,-0.000910435,0.00192363,-0.0018838,0.002503081,-0.005351585,0.001019529,0.000212311,-0.002214102,0.001528099,-8.81E-05,-0.001245064,0.003334258,-0.001245738,-0.000400419,-6.90E-06,-0.00037763,0.001190328,0.001287409,0.001017503,-0.00132811,9.71E-05,1.30E-05,0.001103894,-0.001271332,0.000800652,0.001693952,-0.000372939,-0.000202374,0.001135564,0.00162831,0.002540158,-8.61E-05,0.000478076,-0.002049381,-0.002744748,-0.000400494,-0.001882227,-0.000600241,-0.000286467,0.000256042,-0.000418321,0.001092149,2.81E-05,-0.001281493,-0.001310849,-0.000189262,-0.000357858,-0.000339255,0.000152476,0.000543331,0.000798957,0.000309684,0.000785771,0.000268881,-0.000967519,0.000128034,-0.000750612,0.000130927,0.000520744,-0.000778886,0.000101244,-0.000196001,0.000110359,-0.000678689,-0.000398302,0.000196534,-0.000368654,1.30E-05,-0.000283072,-0.000301629,-8.29E-05,-2.69E-05,-0.000494701,-0.000232902,-0.00032182,0.000467147,2.82E-05,-0.000418292,0.000337323,0.000220955
22DICELAB006-0009_l,22DICELAB006-0009,Dicentrarchus labrax,Bar,Moronidae,Dicentrarchus,labrax,demersal,generalist,3.47,fusiform,truncate,1.223206043,1.3,3,spe-ocean,520228,73.54999924,0.089960033,85,30,16.25632135,6.631892565,1.817845145,193.3405687,85.24775424,gauche,55.6,1527,M,NA,44876,8A,EVHOE22,10,56,70,85,"alu 0,5",-0.024671955,-0.004500714,-0.000721781,0.004494352,-0.008629728,0.00157595,0.004308898,0.006835575,-0.000935365,-0.004143462,0.004182095,0.001338383,-0.00288904,0.005614125,0.005635134,0.004848978,-0.000640918,-0.00160536,0.003052285,-0.000407991,0.000121114,-0.002202367,-0.002432667,-0.000556001,-0.000699444,-0.000259464,-0.000924724,-0.000410639,0.003792674,0.001874504,-0.000604463,-0.002925709,0.000234687,0.000905015,0.000543002,0.000135043,0.000308687,0.001233005,-0.001169138,0.000600912,-0.002650635,-0.000694807,-1.47E-05,0.002631903,0.000622446,0.000704471,0.001300392,-0.001773117,1.38E-07,-0.000658923,0.001688873,0.00169982,-0.000479949,-0.000222458,-0.000909561,-0.000987115,-0.001019576,-0.000499151,0.001501631,0.000139099,0.001499632,0.000209167,-1.33E-06,0.000401797,-0.002101818,0.000213642,0.000120235,-0.000191464,0.000105586,0.000971702,0.001247625,-0.001148202,-0.000589103,0.000448668,0.000975523,-0.000210315,0.000669585,-9.13E-05,0.000545112,-0.000330209,-0.000834418,0.000376075,0.000928581,0.000325477,0.000656794,-0.000641451,0.001323074,-7.25E-05,0.000907708,-0.001074089,-1.40E-05,-0.000381593,0.000547714,-0.000463178,-0.000225208,-0.000404837,-0.000651237,8.51E-05,0.000272763,0.000656647,-0.000129044,-0.00069656,9.31E-05
22DICELAB006-0010_l,22DICELAB006-0010,Dicentrarchus labrax,Bar,Moronidae,Dicentrarchus,labrax,demersal,generalist,3.47,fusiform,truncate,1.223206043,1.3,3,spe-ocean,520228,73.54999924,0.089960033,85,30,15.48021283,6.014151627,1.558537026,154.4674888,60.8316345,droit,49.6,1214,M,NA,44877,8A,EVHOE22,10,56,70,85,"alu 0,5",-0.028324198,-0.002765451,-0.004570004,0.003307374,-0.006515887,0.005013116,0.005563148,0.004282003,0.003758208,-0.008809158,-0.000395819,0.004007434,-0.000426904,0.002931653,0.00329649,-0.001392739,0.001741311,0.001571916,-0.001845927,0.001610489,0.001908201,-0.002727052,0.002135252,-0.001101976,-0.001997691,0.000142504,-0.002605541,-0.000223593,0.001689608,-6.21E-05,-0.000190211,0.001170848,0.003248211,0.000828171,-0.000432996,0.003125276,0.000977222,0.000831779,-0.00173015,0.001650266,-0.001627987,0.0010306,-0.000144308,0.000603328,-0.001545156,0.001734213,0.00123507,-0.001856487,-0.00019167,-0.001176619,-0.001239122,0.000794732,0.000169501,-0.000546694,0.00065271,-0.000128367,0.000399089,0.00175683,0.000171698,0.001320281,-0.001767685,-0.000929477,0.000179597,0.000128674,9.14E-05,-0.001346253,-0.000197953,0.000472771,-0.000876133,-0.000429335,-0.000534117,6.64E-05,-0.000132292,-7.67E-05,-0.000953791,0.00080953,-0.000373433,0.000150967,-0.000329747,-0.000963346,-1.31E-05,0.000563137,7.84E-05,-0.000104594,-0.001126922,0.000282623,-0.001358829,0.000328996,-0.000948737,-0.001255208,-0.000216515,0.000818177,-0.001061506,0.000234865,-0.001295506,0.000544747,0.000381587,0.000343664,4.01E-06,0.000113981,0.000431128,0.000382794,7.57E-07
22DICELAB006-0012_l,22DICELAB006-0012,Dicentrarchus labrax,Bar,Moronidae,Dicentrarchus,labrax,demersal,generalist,3.47,fusiform,truncate,1.223206043,1.3,3,spe-ocean,520228,73.54999924,0.089960033,85,30,18.01722112,8.072443728,1.792432921,266.5350218,119.494799,gauche,65.7,3180,F,NA,44877,8A,EVHOE22,10,56,70,85,"alu 0,5",-0.021124164,-0.008767568,0.001075512,0.013236176,-0.014046209,0.007249819,0.003906208,0.006708775,0.00253201,-0.010506134,0.002362973,0.004514084,-0.005491993,-0.002114937,0.00585011,0.002748428,-0.002653378,9.53E-05,-0.005027871,0.000288402,-0.001082403,-0.002146801,0.001981734,0.000568046,-0.00022722,0.001588524,0.002611817,-0.002511657,-0.002822573,-0.000757029,0.001012581,-0.000270243,0.001152833,0.000231001,0.000518622,-0.000309074,-0.000273596,0.000914658,-0.00079311,-0.001453187,0.000895278,0.001486497,-0.000122066,-0.001494875,0.002597815,-0.000349028,-0.001404698,0.000786357,-0.001390263,0.001074105,0.001141802,-0.001046874,-0.000357827,-0.001278469,-0.000173103,0.000200143,0.002357024,-1.71E-05,0.000613774,-0.000201903,0.001492714,0.00020506,-0.000152928,0.001450383,0.000572467,-0.000823488,0.000649205,0.000547788,-0.000455476,-0.001135111,0.000528814,0.001139202,-7.43E-05,-0.000801902,0.001061188,-0.000923976,-0.000954625,-1.20E-05,0.000320087,-0.000252777,0.000237167,-0.00131588,-0.000673201,-0.001122313,0.000981422,0.000169703,0.000617537,0.000374986,-0.000139182,-2.29E-05,0.000275945,-0.00018167,-0.000297037,6.04E-05,0.00017586,0.000706474,-0.000397896,0.000227864,6.68E-05,-0.000560262,-0.000299144,0.000212875,0.000121247
22ENGRENC004-0050_l,22ENGRENC004-0050,Engraulis encrasicolus,Anchois,Engraulidae,Engraulis,encrasicolus,pelagic,planktivorous,3.109999895,fusiform,forked,1.188977957,1.5,1,spe-LME,174000,22.50000038,0.464853665,21,3,2.92811479,1.27542407,0.500147594,5.911470329,0.601841125,droit,12.6,12,M,NA,44745,NA,PELMED22,10,50,115,60,"alu 0,5",-0.018301843,-0.001651011,0.000259951,-0.00217716,0.005937233,0.005385317,-0.003647605,0.000827793,-0.000223438,0.001117011,-0.000695394,0.005269204,-0.003100418,0.000533884,-0.006124815,0.001238812,-0.002198362,-0.001731417,0.001443343,0.001568903,-0.000906457,0.002148802,-0.001748677,0.000641845,-0.000981976,0.000531646,-0.00235955,0.000382677,-0.000828491,0.001505214,-0.001738132,0.001087145,-0.000328086,0.000668196,-0.000432688,0.000468552,0.000395435,-0.000936994,-0.000284041,-0.001295838,0.001434819,-0.000511144,-0.000460844,0.000799773,0.000815545,0.001293349,-0.000635328,-0.001014577,-0.002793926,0.000990362,0.000721585,0.000540132,5.67E-05,0.001895633,-0.000344674,-0.002446901,-0.00031927,-0.000722787,0.001007083,0.000198466,0.000897454,0.000941544,0.001504756,-0.00117067,-0.000147965,-8.80E-06,-0.00134073,0.000212479,0.000228434,0.000309619,0.000765943,0.000224284,0.001282536,0.000633828,-1.04E-05,-0.000795988,-0.000946329,-0.000342618,-0.002103248,8.28E-05,0.001014192,0.000223035,0.0011518,0.000142664,0.000855051,-0.000791001,-0.000352464,-0.000698862,-7.02E-05,-0.000422605,-0.000897289,-0.000405913,1.56E-05,0.000537958,5.16E-05,0.000846524,0.000379104,0.000772411,-0.000345456,-0.001045797,0.000820477,0.000463676,-0.000423391
22ENGRENC004-0069_l,22ENGRENC004-0069,Engraulis encrasicolus,Anchois,Engraulidae,Engraulis,encrasicolus,pelagic,planktivorous,3.109999895,fusiform,forked,1.188977957,1.5,1,spe-LME,174000,22.50000038,0.464853665,21,3,2.585774782,1.238504085,0.421912723,5.43992666,0.551060125,droit,11,8,M,NA,44745,NA,PELMED22,15,60,92,100,alu 1,-0.014055617,-0.001380295,0.002482491,0.001673547,0.00471316,0.003463879,-0.000162487,0.003193251,-0.002949029,-0.001098483,-0.000612944,0.00786236,-0.0017656,0.001958919,-0.003520278,0.002091747,-0.002417154,9.26E-05,0.002481463,-0.001171333,-0.000467269,-0.000324259,-0.000961902,-0.002518397,0.002782841,-0.001253201,0.000384756,0.000528253,-0.001796836,-0.00047548,-0.001972349,-0.000362716,-0.002587103,0.001372746,0.000933866,0.00121577,0.000888634,-0.00043376,0.002637061,-0.000150012,0.00376088,-0.000776968,0.000459748,0.000108875,-0.000325797,-0.002334401,0.000776572,-0.002355333,0.000598225,-0.000316945,0.000308434,-0.00055636,-4.55E-05,-0.000862699,-0.000364423,0.00052304,-0.001575075,0.00151883,-0.000144214,0.000704042,0.000437677,-0.001094795,-0.001210622,-0.0007763,0.00115255,-0.000729688,0.000141101,0.000302728,0.001641724,-0.000369022,-0.000524712,0.000848943,0.001005642,0.000887745,-1.79E-05,-0.000771392,-0.000484226,0.000359414,-7.60E-05,-0.000546974,0.00012382,-0.000494398,0.000573023,0.000524836,0.000875626,0.001225282,0.000110615,0.000825997,-0.001012445,-0.000132028,-5.68E-05,-0.000552095,5.48E-05,-0.000640426,-0.001384567,-0.00026753,-0.000249447,-0.000421334,-0.000919769,0.00066722,-0.000693157,-0.000487024,4.91E-05
22ENGRENC004-0225_l,22ENGRENC004-0225,Engraulis encrasicolus,Anchois,Engraulidae,Engraulis,encrasicolus,pelagic,planktivorous,3.109999895,fusiform,forked,1.188977957,1.5,1,spe-LME,174000,22.50000038,0.464853665,21,3,3.295069562,1.52171415,0.548609254,8.29996956,0.937885063,droit,15.1,18,F,NA,44756,NA,PELMED22,15,50/60,115 / 92,60 / 100,"alu 0,5 / alu 1",-0.018176573,-0.000358938,0.001925217,-4.09E-05,0.002849633,0.00618667,-0.005590041,0.008637143,-0.000146838,-0.002268707,-0.003300163,0.001710442,-0.001553609,0.001734268,-0.003708566,0.002716042,0.000740402,0.00169197,-0.000287442,-0.002825546,0.003675198,-0.000152376,0.001093742,-0.003666528,-0.001105625,-0.000694595,-0.000736994,-0.001911621,-0.000143882,-0.002294342,-0.000996163,0.00129894,-0.001861529,0.000871919,-0.000329876,0.001211663,0.00059106,0.00046252,0.003014018,-0.000702281,0.001325923,0.000122024,-0.000634522,-0.001713629,-0.000511373,0.000948736,0.003003584,0.001445094,-0.00153326,-0.001379644,-0.000689947,-0.000389089,-0.001138109,0.001134738,0.000943862,0.000656699,-0.000221298,-0.001197703,-0.000413731,-0.000365681,0.001031747,-0.000610477,0.000160556,4.19E-05,-0.001429274,-0.00219785,-0.000201129,0.00151116,0.00031983,0.001164971,-5.06E-05,0.000361902,-0.000277393,-0.00129244,-0.000236683,0.000895795,0.001051641,0.00115794,0.000992655,-4.38E-06,-0.000374039,0.000215007,0.000108455,0.000454631,0.00058137,1.48E-05,0.000136953,-0.000176783,0.001144574,0.000462215,0.000545067,0.000710797,0.000483371,0.000556885,0.000332478,0.000374703,0.001361087,-0.000391401,0.000588712,-0.000531303,-0.000183576,-0.000251082,-6.54E-05
22ENGRENC004-0258_l,22ENGRENC004-0258,Engraulis encrasicolus,Anchois,Engraulidae,Engraulis,encrasicolus,pelagic,planktivorous,3.109999895,fusiform,forked,1.188977957,1.5,1,spe-LME,174000,22.50000038,0.464853665,21,3,2.121648443,0.947549656,0.330429613,3.298645116,0.24117675,droit,9.3,5,F,NA,44766,NA,PELMED22,15,60,92,100,alu 1,-0.01151641,-0.010492833,-0.003080838,-0.005237798,-0.000334802,-0.004070282,-0.004956673,-9.39E-06,-0.001949305,-0.00422884,-0.00459255,0.003520486,-0.002819732,0.00146062,0.001345577,0.003352599,-0.000866788,0.005541181,-0.000509296,-0.004524603,0.001279156,0.000142401,-0.005428499,-0.001072096,-0.000622861,-0.001519668,-0.00045729,-0.002260887,0.002706807,0.000394563,0.000824175,0.000341119,-0.00188266,-0.00233472,0.000321113,-0.001767895,-0.000209796,-0.001922727,0.00135412,-0.000242104,-0.000343258,-0.000374456,0.00076133,-0.00126336,6.82E-05,0.000651508,0.00068125,0.000293084,-0.00151192,0.001930938,0.000564278,-0.002024289,-0.000683817,0.000102575,-4.62E-05,-0.000826801,-0.000470187,-0.000284048,-0.000430878,-0.00023489,-0.000297728,-0.001023513,-3.38E-05,0.001207392,0.000640116,0.001729672,0.000623158,0.000308379,-0.000954337,6.33E-06,-0.00109184,-0.000473555,-0.001123172,0.000572598,-0.000320417,0.000827611,-0.000554343,-0.001015502,-0.001118794,-0.000235879,-0.00102787,-0.000341143,0.00081416,-0.002203249,-0.001027068,-0.000176356,-0.000980257,-0.001069387,0.000367881,4.90E-05,-0.000159546,6.18E-05,5.23E-05,-0.000188046,-3.73E-05,0.000414554,0.000123876,-0.000190797,-0.000735791,0.000571909,-0.000456206,-0.000609727,-0.000202668
22ENGRENC004-0331_l,22ENGRENC004-0331,Engraulis encrasicolus,Anchois,Engraulidae,Engraulis,encrasicolus,pelagic,planktivorous,3.109999895,fusiform,forked,1.188977957,1.5,1,spe-LME,174000,22.50000038,0.464853665,21,3,1.544030304,0.772029896,0.337861668,2.005823939,0.12144568,gauche,7,2,UNK,NA,44766,NA,PELMED22,15,60,92,100,alu 1,-0.003283835,-0.006233962,-0.012910575,-0.014043945,-0.004824122,-0.000578969,-0.008448873,0.001711463,0.001081238,-0.003342678,-0.004830096,-0.001035884,0.004339024,-0.003163583,-0.002421177,-0.0004837,0.00160852,0.001677386,-0.005069063,-0.001816916,0.002231033,-0.003974806,-0.002293055,-0.00045665,0.002012088,-0.003133367,0.001032142,-0.0028766,0.005519801,0.000113367,-0.001003033,-0.000753833,-0.000756261,-0.000138801,-0.000164086,-0.00013997,-0.000126022,4.71E-05,0.001144566,-0.001751847,0.000798617,0.001975435,-0.001178793,0.00094371,-0.000388654,-0.001743306,4.32E-06,-0.000781393,-0.001053567,-9.32E-05,-0.000497453,-0.001613696,0.000176787,-0.000251108,0.000514602,-0.002475321,-0.000619633,0.000655854,0.001084282,-0.001349935,-0.00078774,0.001531031,-0.001567667,-0.000629456,0.000415559,0.000680547,6.58E-05,-0.00026678,8.24E-05,-2.25E-05,0.001142218,0.000703244,-6.47E-05,-0.000823421,-4.34E-05,-8.58E-05,0.000506399,0.001614488,0.00030528,-1.25E-06,-0.000466815,0.000956962,-0.000742072,-0.000182942,0.000170766,-0.000157605,0.000668076,0.000277634,-0.001073019,0.000428085,-0.000642511,-0.000407239,-0.000753428,-0.000483235,0.000257978,-0.000699483,-0.000137015,0.000911019,0.0005476,3.34E-05,0.000561253,0.000364901,0.000273077
22GADUMOR003-0010,22GADUMOR003-0010,Gadus morhua,Morue,Gadidae,Gadus,morhua,demersal,generalist,4.09,fusiform,truncate,1.297248602,1.52,4,spe-LME,5900000,120.3,0.221900862,116,25,6.927333825,2.90777729,0.994090303,37.20480739,9.463705,droit,15.6,35,F,NA,44585,36F6,IBTS22,10,55,65,95,"alu 0,5",-0.021527581,0.010934512,-0.003030909,0.00271152,-0.003420785,0.001875512,0.00311848,-0.001621336,-0.00921199,-0.002633556,-0.001683972,0.003007237,0.004953695,-0.003252805,0.000138155,0.001703605,-0.001798108,-0.00248079,7.08E-06,0.001766819,-0.00221498,0.002701476,0.001350097,0.000728884,-0.001954531,0.001343869,-0.003047752,0.000741877,-0.000869357,0.000718624,-0.000559906,-0.000917167,-0.000866255,0.000687929,-0.001572668,0.001049617,0.001200232,-0.000669585,4.42E-05,-0.000326631,0.001507594,-0.00036198,0.001873219,-0.000618639,0.000391253,0.001282573,-0.000330854,-0.000618211,-0.001227677,1.06E-07,0.000198199,-0.000500736,0.002315623,0.000698532,1.54E-06,0.000116949,0.000994474,-0.001417862,-9.15E-06,-0.000648056,0.001852681,3.76E-05,-0.001496681,0.000374862,0.000893059,1.86E-05,-0.000181108,-0.001868942,-0.000525412,-0.000526503,0.000458338,-0.00056786,-0.000133647,0.000672457,0.000510166,0.001577215,-0.000513901,-0.000255202,0.000656949,-0.000130073,0.000996705,0.000924806,-0.000492187,0.000375134,-0.000977793,-0.000621705,0.000265742,0.000348409,-0.000342758,0.00070397,0.000964072,0.000428066,-0.000247438,-0.000249075,5.20E-05,-0.000337589,0.00122296,0.001260192,-0.000229088,0.000757678,-0.000104089,-0.000885803,0.000759289
22GADUMOR003-0042,22GADUMOR003-0042,Gadus morhua,Morue,Gadidae,Gadus,morhua,demersal,generalist,4.09,fusiform,truncate,1.297248602,1.52,4,spe-LME,5900000,120.3,0.221900862,116,25,13.72403042,6.384161789,2.140810524,176.5221522,79.6047187,droit,51.3,1445,F,NA,44595,35F0,IBTS22,13,65,75,105,alu 1,-0.019490651,0.012543288,-0.003799845,0.006127582,-0.008412113,0.000928039,0.003333681,-0.000572357,-0.008615674,0.002607855,-0.004140186,0.001590666,0.003422395,-0.004576441,0.00323954,-0.002565359,-0.000152295,-0.003796298,0.001070073,-0.000455286,0.001819935,3.82E-05,0.000708296,0.00300837,0.000722251,-0.000246498,-0.000791476,-0.000638991,0.001496748,-0.000464362,0.001649866,-0.001801038,-0.000921229,-0.000161412,-0.002327193,0.000828833,0.002599862,-0.001913097,-5.79E-05,0.001271375,0.000213863,0.000416103,-0.001257397,0.000855466,-0.001148421,-0.000965109,0.000973055,0.000366107,0.000833792,-0.000469737,0.001084327,0.000259311,0.000267296,0.002087939,-0.000410418,0.00155689,0.000970442,-0.00149686,-0.000593972,0.000915411,0.000398587,-0.001421237,0.000819897,0.001567041,-0.000778147,0.001407174,0.000762875,0.001094761,-0.000361746,0.00011189,-0.000906673,0.000989495,0.000435177,-1.11E-05,-0.000811401,0.000741393,-0.000519717,0.000194446,-0.000919682,-0.000349785,-0.000217501,0.001521506,0.000252564,-0.000364512,0.00078381,0.000947933,0.001172041,0.000308008,-0.001117636,-2.05E-05,-0.000341968,-0.000730164,-0.000404121,-0.00060815,0.000789497,0.000356968,-0.000314545,-0.000946408,0.000134016,-0.000657834,0.000512456,-8.35E-05,-0.000241854
22GADUMOR005-0009,22GADUMOR005-0009,Gadus morhua,Morue,Gadidae,Gadus,morhua,demersal,generalist,4.09,fusiform,truncate,1.297248602,1.52,4,spe-LME,5900000,120.3,0.221900862,116,25,11.23759359,4.593308172,1.856102044,98.62738309,36.70438006,droit,33,333,F,NA,44850,30F1,IBTS22,19,65,75,105,alu 1,-0.022147983,0.013293568,-0.009867084,-0.001101327,-0.007604081,0.001524477,0.002765756,-0.004259022,-0.001892312,0.003429638,-0.004294676,0.000295546,0.001635158,-0.00316025,-0.001786083,0.000232238,-0.000374967,-0.004467135,-0.003654044,0.002244237,-0.0003944,0.001653543,0.001377855,0.00055323,-0.000732366,0.00253831,-0.002262971,-0.000753483,0.001636504,-0.000798391,0.000363059,0.000215478,-0.000732275,8.90E-05,5.56E-05,-0.000266325,0.000410345,0.001111701,0.001014965,-8.92E-05,0.000659963,-0.000725529,-0.001390358,0.001020512,-0.000374069,-0.000928367,0.000485817,-0.000583871,-0.001174172,-0.000358205,0.000806243,-0.000301992,-9.84E-06,-2.12E-05,-3.54E-05,-0.000444144,0.000306125,-0.00024652,-0.000120345,0.001347904,4.34E-05,-0.002173434,0.000112171,0.000409155,0.000292736,0.000732407,0.000440509,-0.000718105,0.00172118,0.001096688,0.000363751,-0.00064988,0.000891519,-0.000604847,-0.000663239,-0.000242927,-0.000284659,0.000134647,0.000955145,8.14E-05,-0.000526841,-0.00076305,-0.002209722,-1.71E-05,0.000254576,-0.000126779,-0.000687899,-0.002284243,0.001265709,0.000200251,0.000507535,0.000475178,7.83E-05,0.000136224,-0.000996933,9.06E-05,-0.001244412,0.00032379,-0.00021552,0.00036203,4.65E-05,0.000689385,-0.00039688
22LIMALIM002-0001_l,22LIMALIM002-0001,Limanda limanda,Limande,Pleuronectidae,Limanda,limanda,benthic,benthivorous,3.39,flat,rounded,1.11248076,1.2,2.649999976,spe-ocean,236000,28.75,0.31138352,43.5,12,2.3828829,1.524290562,0.461196981,6.26807566,0.66659425,gauche,9,9,UNK,NA,44796,NA,NOURSOM22,18,65,75,105,alu 1,0.010026139,0.0041823,-0.00045123,-0.002100141,0.007054092,0.008763632,-0.003267145,0.004277216,-0.00703752,-0.001070261,-0.004685006,-0.000659149,-0.000885391,0.002884054,-0.002171869,-0.001031862,-0.002044163,-0.002916186,0.000475369,0.001660515,0.002482744,0.000546859,7.96E-05,-0.002602752,0.003614626,-0.003000474,-0.001426166,-0.001492451,-0.002332115,-0.001299798,-0.000599127,0.000764958,-0.001053291,-0.000746912,-0.001583056,0.002386768,0.001644666,0.001166291,-0.001617244,0.000695694,-0.001081861,-5.67E-05,0.002881816,0.000540595,0.001442215,-0.000722164,-0.000466293,0.0016031,0.002207787,8.72E-06,0.000795511,0.003009233,0.002309281,-0.000545983,0.001320508,-0.00195433,0.00054184,0.001474502,-0.001667235,-0.000877698,0.000421244,0.000704992,-0.002147564,0.001358573,-0.000421211,0.001484076,0.00027343,0.00075876,0.000933544,-0.000657811,4.68E-05,0.001206955,0.000151646,-0.000746838,-7.31E-05,8.40E-05,0.000202923,-0.000145549,-0.000185965,-0.000171235,-0.000325475,-0.0004842,-0.000162543,-0.000656493,-1.67E-05,-0.001400662,-0.000610476,5.88E-05,0.000373483,-0.000330273,4.71E-05,-0.000126732,0.00015693,0.000786516,-5.82E-06,-0.000169699,-2.31E-05,-0.000374214,0.000116034,0.000174292,0.000324067,-0.000111187,-0.000537402
22MELAEEG004-0002,22MELAAEG004-0002,Melanogrammus aeglefinus,Eglefin,Gadidae,Melanogrammus,aeglefinus,demersal,benthivorous,4.03,fusiform,truncate,1.430231094,1.38,2.619999886,spe-LME,875571,62.03571401,0.229938845,75.5,20,7.811161662,2.957965482,1.300490549,49.61826484,14.188962,gauche,14.2,31,UNK,NA,44881,8A,EVHOE22,23,65,75,105,alu 1,-0.026325764,0.01411195,-0.00481638,0.006697674,-0.002995511,-0.006702052,0.001074739,-0.002417409,-0.011095374,0.003605228,-0.003667597,-0.000848835,0.004353371,-0.003968683,0.003097713,0.001985657,-0.000203366,-0.00203562,-0.000228236,-0.005291459,-0.001777896,-0.002959174,0.002159479,0.00173252,0.000414701,-0.00174958,-0.000885483,0.003570269,0.000443152,0.00247176,0.000435073,-0.000107731,0.001671009,0.001013248,0.001571856,0.000193449,0.002680831,-0.000593902,0.00321023,-0.000797541,0.001055629,0.001764766,-0.001474822,-0.000245965,0.000146499,0.000290408,-0.001550947,1.28E-05,-0.000755093,-0.000626548,0.000867431,0.002697864,0.000953686,-0.002523287,0.000601911,-0.000437505,-0.001291365,-0.000373378,0.000148916,-0.000233141,-0.001494826,0.001420372,0.001416932,-0.000604965,0.00045439,-0.00098984,-0.000180795,0.000288477,-0.000312258,-0.000803384,-0.002036184,-0.000793309,-0.000517844,-0.000806363,0.000338013,-8.25E-05,0.000347481,0.000932494,0.000241945,-0.00063238,0.000306327,-0.001056221,0.000710603,-0.000421499,2.24E-05,-5.54E-05,-0.000625726,0.000208213,0.000733989,-2.49E-05,-0.000413069,-0.000165663,0.000338436,0.000421271,0.000692168,8.17E-05,-0.000330677,0.000415138,-1.96E-05,0.000112802,-0.000170336,-0.000242931,-0.00025572
